;year;nomos;population_sarimax;population_sarimax_ci_lower;population_sarimax_ci_upper;births;births_sarimax_ci_lower;births_sarimax_ci_upper;deceases;deceases_ci_lower;deceases_ci_upper;weddings;weddings_ci_lower;weddings_ci_upper;gdp;gdp_ci_lower;gdp_ci_upper
756;2004;???????;154746;154746;154746;1410;1410;1410;1502;1502;1502;677;677;677;17631,75713;17631,75713;17631,75713
757;2005;???????;154248;154248;154248;1452;1452;1452;1461;1461;1461;738;738;738;18661,84646;18661,84646;18661,84646
758;2006;???????;153823;153823;153823;1446;1446;1446;1506;1506;1506;711;711;711;19246,9194;19246,9194;19246,9194
759;2007;???????;153410;153410;153410;1491;1491;1491;1523;1523;1523;719;719;719;19293,7619;19293,7619;19293,7619
760;2008;???????;152955;152955;152955;1529;1529;1529;1464;1464;1464;625;625;625;18345,26815;18345,26815;18345,26815
761;2009;???????;152638;152638;152638;1528;1528;1528;1539;1539;1539;728;728;728;19763,45701;19763,45701;19763,45701
762;2010;???????;152129;152129;152129;1473;1473;1473;1505;1505;1505;723;723;723;20382,02024;20382,02024;20382,02024
763;2011;???????;151573;151573;151573;1316;1316;1316;1512;1512;1512;654;654;654;20090,31515;20090,31515;20090,31515
764;2012;???????;150429;150429;150429;1313;1313;1313;1698;1698;1698;591;591;591;22622,63875;22622,63875;22622,63875
765;2013;???????;148746;148746;148746;1214;1214;1214;1572;1572;1572;614;614;614;21678,10165;21678,10165;21678,10165
766;2014;???????;147155;147155;147155;1230;1230;1230;1608;1608;1608;677;677;677;20865,95194;20865,95194;20865,95194
767;2015;???????;145774;145774;145774;1175;1175;1175;1631;1631;1631;606;606;606;20054,55239;20054,55239;20054,55239
768;2016;???????;144309;144309;144309;1113;1113;1113;1639;1639;1639;567;567;567;18125,77186;18125,77186;18125,77186
769;2017;???????;142941;142941;142941;1134;1134;1134;1736;1736;1736;570;570;570;18120,63268;18120,63268;18120,63268
770;2018;???????;141559;141559;141559;1052;1052;1052;1663;1663;1663;584;584;584;17781,77526;17781,77526;17781,77526
771;2019;???????;140233;140233;140233;925;925;925;1771;1771;1771;478;478;478;15782,84036;15782,84036;15782,84036
772;2020;???????;138817;138817;138817;977;977;977;1873;1873;1873;425;425;425;15603,97853;13590,17806;17617,779
773;2021;???????;137455;137455;137455;889,2501948;780,7912414;997,7091483;1861,737039;1768,135206;1955,338871;393,9247858;295,3688182;492,4807533;15199,95191;12260,2953;18139,60853
774;2022;???????;135832,9919;135144,6355;136521,3484;836,6805632;701,4885641;971,8725622;1992,673368;1881,834964;2103,511771;388,5847577;236,2592489;540,9102665;14593,41329;10766,27042;18420,55616
775;2023;???????;134691,4892;133704,7907;135678,1878;781,9044378;617,5611737;946,2477019;2038,674744;1912,161065;2165,188424;379,6117848;183,2752843;575,9482854;14444,97137;9552,64429;19337,29846
776;2024;???????;133151,6353;131930,9982;134372,2724;695,3037765;499,886067;890,7214859;2148,526697;1980,160609;2316,892785;361,1660992;140,2946784;582,0375201;14232,89802;8404,932907;20060,86313
777;2025;???????;131385,2235;129983,6835;132786,7634;635,278256;419,5233768;851,0331352;2284,282401;2088,56482;2479,999981;358,5191869;103,2165404;613,8218335;14029,10617;7307,153127;20751,05921
778;2026;???????;129992,6047;128417,9236;131567,2859;552,5001525;313,4560448;791,5442603;2337,930613;2097,002542;2578,858685;338,5179355;64,05455028;612,9813208;13943,33168;6344,118032;21542,54534
779;2027;???????;128173,416;126447,5678;129899,2643;474,5827809;216,2252881;732,9402737;2511,913331;2238,450191;2785,376472;334,5586734;33,68481636;635,4325305;13848,63985;5432,433939;22264,84575
780;2028;???????;125983,3065;124123,7099;127842,9032;393,1585792;116,780658;669,5365004;2635,079782;2330,512119;2939,647445;317,4120773;-1,223294223;636,0474487;13773,31579;4579,064274;22967,5673
781;2029;???????;124417,1958;122420,451;126413,9406;306,0844974;12,03060253;600,1383922;2767,069694;2415,749633;3118,389754;310,1491133;-29,29919953;649,5974261;13730,60643;3792,7423;23668,47057
782;2030;???????;121891,1275;119780,116;124002,139;218,122522;-91,81955655;528,0646005;2955,416687;2572,180841;3338,652533;296,2043904;-60,17930321;652,5880841;13690,38813;3047,536664;24333,2396
783;2002;?????????;146790;146790;146790;1262;1262;1262;1446;1446;1446;565;565;565;12997,53007;12997,53007;12997,53007
784;2003;?????????;145936;145936;145936;1276;1276;1276;1491;1491;1491;629;629;629;13901,94313;13901,94313;13901,94313
785;2004;?????????;145415;145415;145415;1278;1278;1278;1514;1514;1514;526;526;526;14274,87843;14274,87843;14274,87843
786;2005;?????????;145034;145034;145034;1378;1378;1378;1459;1459;1459;704;704;704;14615,46105;14615,46105;14615,46105
787;2006;?????????;144923;144923;144923;1439;1439;1439;1566;1566;1566;688;688;688;15678,5443;15678,5443;15678,5443
788;2007;?????????;145283;145283;145283;1468;1468;1468;1618;1618;1618;693;693;693;16810,37375;16810,37375;16810,37375
789;2008;?????????;145719;145719;145719;1615;1615;1615;1504;1504;1504;599;599;599;18011,20191;18011,20191;18011,20191
790;2009;?????????;146583;146583;146583;1575;1575;1575;1535;1535;1535;722;722;722;16944,00147;16944,00147;16944,00147
791;2010;?????????;147474;147474;147474;1524;1524;1524;1639;1639;1639;595;595;595;16096,7398;16096,7398;16096,7398
792;2011;?????????;148193;148193;148193;1357;1357;1357;1680;1680;1680;600;600;600;14862,03705;14862,03705;14862,03705
793;2012;?????????;148549;148549;148549;1277;1277;1277;1679;1679;1679;526;526;526;14101,26704;14101,26704;14101,26704
794;2013;?????????;148604;148604;148604;1258;1258;1258;1605;1605;1605;552;552;552;13572,2697;13572,2697;13572,2697
795;2014;?????????;148786;148786;148786;1227;1227;1227;1599;1599;1599;608;608;608;12621,12138;12621,12138;12621,12138
796;2015;?????????;148824;148824;148824;1247;1247;1247;1842;1842;1842;628;628;628;13025,55699;13025,55699;13025,55699
797;2016;?????????;148645;148645;148645;1199;1199;1199;1627;1627;1627;558;558;558;13460,60708;13460,60708;13460,60708
798;2017;?????????;148540;148540;148540;1156;1156;1156;1817;1817;1817;555;555;555;13465,1404;13465,1404;13465,1404
799;2018;?????????;148187;148187;148187;1187;1187;1187;1870;1870;1870;544;544;544;13647,98278;13647,98278;13647,98278
800;2019;?????????;147739;147739;147739;1075;1075;1075;1845;1845;1845;534;534;534;14092,87505;14092,87505;14092,87505
801;2020;?????????;147290;147290;147290;1100;1100;1100;1868;1868;1868;380;380;380;14286,04181;13095,51505;15476,56856
802;2021;?????????;146702;146702;146702;1061,975531;969,1878615;1154,763201;1830,693717;1715,026429;1946,361004;418,6106916;291,8773267;545,3440565;14381,79009;12376,04944;16387,53074
803;2022;?????????;146675,5975;146214,6794;147136,5155;1028,931891;844,064219;1213,799562;1899,963464;1782,050373;2017,876555;370,9230054;205,1339534;536,7120574;14483,42852;11865,37548;17101,48156
804;2023;?????????;146418,0094;145754,6041;147081,4148;1033,559915;782,3688393;1284,75099;1891,564069;1773,270052;2009,858085;408,4241527;200,9229141;615,9253913;14557,66674;11377,26524;17738,06824
805;2024;?????????;146330,7379;145499,0301;147162,4458;956,5053831;654,2130672;1258,797699;1939,376528;1819,820147;2058,93291;361,9221053;129,162286;594,6819246;14632,41907;10962,91911;18301,91903
806;2025;?????????;146034,7595;145055,9405;147013,5784;943,8472816;606,362024;1281,332539;1939,24004;1819,607524;2058,872556;398,3437707;135,1468862;661,5406552;14699,41648;10582,55528;18816,27767
807;2026;?????????;145907,4432;144789,7379;147025,1485;909,6739083;542,0411467;1277,30667;1980,004206;1859,604767;2100,403644;352,9963855;69,98319497;636,0095761;14766,23216;10242,55074;19289,91358
808;2027;?????????;145556,6844;144309,8232;146803,5455;840,4634541;443,9122942;1237,014614;1985,879942;1865,529375;2106,230508;388,367824;80,583064;696,152584;14830,83918;9929,961596;19731,71677
809;2028;?????????;145386,1601;144012,9341;146759,3861;854,2795803;432,3934026;1276,165758;2021,515655;1900,685185;2142,346125;344,1449401;19,69706171;668,5928185;14895,30132;9643,224844;20147,37779
810;2029;?????????;144981,7881;143488,2831;146475,2931;760,2703697;311,5531086;1208,987631;2031,765983;1911,025763;2152,506202;378,4946206;32,87158335;724,1176579;14959,13048;9376,853765;20541,40719
811;2030;?????????;144750,3486;143137,3041;146363,393;757,0570324;284,6200084;1229,494056;2063,67015;1942,62146;2184,71884;335,3668713;-24,78417303;695,5179157;15022,89177;9128,58169;20917,20186
812;2002;????????;120274;120274;120274;1101;1101;1101;1135;1135;1135;573;573;573;18164,2786;18164,2786;18164,2786
813;2003;????????;120516;120516;120516;1142;1142;1142;1101;1101;1101;594;594;594;20670,35405;20670,35405;20670,35405
814;2004;????????;120886;120886;120886;1130;1130;1130;1014;1014;1014;469;469;469;23128,93156;23128,93156;23128,93156
815;2005;????????;121366;121366;121366;1121;1121;1121;1033;1033;1033;537;537;537;25211,17583;25211,17583;25211,17583
816;2006;????????;121953;121953;121953;1141;1141;1141;1017;1017;1017;552;552;552;25859,84698;25859,84698;25859,84698
817;2007;????????;122873;122873;122873;1249;1249;1249;1034;1034;1034;593;593;593;28185,20271;28185,20271;28185,20271
818;2008;????????;123883;123883;123883;1321;1321;1321;964;964;964;536;536;536;29388,00739;29388,00739;29388,00739
819;2009;????????;125174;125174;125174;1304;1304;1304;1070;1070;1070;665;665;665;27427,63121;27427,63121;27427,63121
820;2010;????????;126324;126324;126324;1287;1287;1287;1064;1064;1064;591;591;591;25969,09648;25969,09648;25969,09648
821;2011;????????;127285;127285;127285;1156;1156;1156;1183;1183;1183;643;643;643;23230,62113;23230,62113;23230,62113
822;2012;????????;127413;127413;127413;1201;1201;1201;1080;1080;1080;569;569;569;20385,5176;20385,5176;20385,5176
823;2013;????????;127304;127304;127304;1086;1086;1086;1055;1055;1055;531;531;531;22034,40046;22034,40046;22034,40046
824;2014;????????;127368;127368;127368;1144;1144;1144;1191;1191;1191;590;590;590;22340,90028;22340,90028;22340,90028
825;2015;????????;127206;127206;127206;1110;1110;1110;1157;1157;1157;610;610;610;21540,14091;21540,14091;21540,14091
826;2016;????????;127045;127045;127045;1249;1249;1249;1203;1203;1203;569;569;569;20687,71541;20687,71541;20687,71541
827;2017;????????;126958;126958;126958;1231;1231;1231;1183;1183;1183;567;567;567;20985,24872;20985,24872;20985,24872
828;2018;????????;126857;126857;126857;1275;1275;1275;1176;1176;1176;563;563;563;21733,35072;21733,35072;21733,35072
829;2019;????????;126786;126786;126786;1258;1258;1258;1189;1189;1189;600;600;600;22778,77413;22778,77413;22778,77413
830;2020;????????;126829;126829;126829;1268;1268;1268;1252;1252;1252;396;396;396;24128,26198;21472,36886;26784,1551
831;2021;????????;126750;126750;126750;1279,644002;1158,27625;1401,011755;1228,057316;1120,118802;1335,995829;587,8911684;475,2138288;700,568508;25116,559;19787,94058;30445,17743
832;2022;????????;126573,9636;126420,602;126727,3253;1290,594433;1131,740655;1449,448212;1235,84319;1117,610066;1354,076315;534,3375261;421,659839;647,0152133;26232,85329;18769,97535;33695,73123
833;2023;????????;126626,9544;126368,8756;126885,0331;1301,546575;1112,57146;1490,52169;1249,091828;1125,789773;1372,393883;587,8904055;475,2123707;700,5684403;27219,49656;17840,65358;36598,33954
834;2024;????????;126474,0662;126011,7758;126936,3566;1312,500423;1097,648344;1527,352502;1252,843129;1117,504664;1388,181593;534,3382891;421,6599067;647,0166714;28259,76353;17292,20643;39227,32064
835;2025;????????;126316,118;125676,6489;126955,5872;1323,455978;1085,581937;1561,330018;1265,123584;1124,732588;1405,51458;587,8896426;475,2109127;700,5683725;29254,18932;16906,47014;41601,9085
836;2026;????????;126141,884;125342,4106;126941,3573;1334,413235;1075,609073;1593,217398;1270,348931;1120,429262;1420,2686;534,3390519;421,6599745;647,0181293;30271,5669;16749,10348;43794,03031
837;2027;????????;125925,4034;124970,3976;126880,4092;1345,372194;1067,256943;1623,487445;1281,321451;1126,111828;1436,531074;587,8888797;475,2094548;700,5683046;31273,57179;16726,81241;45820,33117
838;2028;????????;125704,4673;124612,4063;126796,5283;1356,332852;1060,208513;1652,45719;1287,626367;1124,478927;1450,773808;534,3398148;421,6600424;647,0195872;32286,0431;16849,07389;47723,01231
839;2029;????????;125468,4426;124246,8312;126690,054;1367,295206;1054,238888;1680,351524;1297,719828;1129,232044;1466,207612;587,8881169;475,207997;700,5682368;33294,21475;17073,05623;49515,37328
840;2030;????????;125214,3112;123873,5813;126555,0411;1378,259255;1049,181657;1707,336853;1304,738618;1129,345238;1480,131998;534,3405776;421,6601102;647,021045;34307,77606;17394,63232;51220,91981
841;2002;????????;89345;89345;89345;700;700;700;1237;1237;1237;365;365;365;11675,92166;11675,92166;11675,92166
842;2003;????????;88865;88865;88865;734;734;734;1143;1143;1143;317;317;317;12203,17099;12203,17099;12203,17099
843;2004;????????;88670;88670;88670;730;730;730;1027;1027;1027;269;269;269;13071,19407;13071,19407;13071,19407
844;2005;????????;88700;88700;88700;747;747;747;1029;1029;1029;347;347;347;12691,19973;12691,19973;12691,19973
845;2006;????????;88892;88892;88892;715;715;715;1133;1133;1133;310;310;310;13671,32667;13671,32667;13671,32667
846;2007;????????;89171;89171;89171;744;744;744;1165;1165;1165;342;342;342;14929,60735;14929,60735;14929,60735
847;2008;????????;89475;89475;89475;783;783;783;1116;1116;1116;288;288;288;15125,0647;15125,0647;15125,0647
848;2009;????????;89984;89984;89984;776;776;776;1100;1100;1100;344;344;344;15158,22499;15158,22499;15158,22499
849;2010;????????;90440;90440;90440;760;760;760;1115;1115;1115;279;279;279;14285,48356;14285,48356;14285,48356
850;2011;????????;90881;90881;90881;662;662;662;1143;1143;1143;331;331;331;13332,79542;13332,79542;13332,79542
851;2012;????????;90977;90977;90977;706;706;706;1150;1150;1150;290;290;290;12559,14398;12559,14398;12559,14398
852;2013;????????;90964;90964;90964;645;645;645;1053;1053;1053;322;322;322;12248,48452;12248,48452;12248,48452
853;2014;????????;91025;91025;91025;612;612;612;1098;1098;1098;287;287;287;12167,2392;12167,2392;12167,2392
854;2015;????????;90995;90995;90995;545;545;545;1195;1195;1195;307;307;307;12449,56559;12449,56559;12449,56559
855;2016;????????;90816;90816;90816;611;611;611;1161;1161;1161;303;303;303;11903,2899;11903,2899;11903,2899
856;2017;????????;90721;90721;90721;561;561;561;1253;1253;1253;276;276;276;12461,98835;12461,98835;12461,98835
857;2018;????????;90500;90500;90500;553;553;553;1137;1137;1137;263;263;263;12524,97568;12524,97568;12524,97568
858;2019;????????;90368;90368;90368;532;532;532;1207;1207;1207;314;314;314;12941,94535;12941,94535;12941,94535
859;2020;????????;90217;90217;90217;530;530;530;1112;1112;1112;163;163;163;13009,79139;12070,74993;13948,83286
860;2021;????????;90002;90002;90002;490,2362172;419,3012072;561,1712273;1157,495207;1000,210427;1314,779986;251,6363818;179,0477911;324,2249726;12995,09896;11643,40256;14346,79535
861;2022;????????;89791,62037;89504,50245;90078,7383;478,2402004;391,1873096;565,2930912;1124,677265;952,1264167;1297,228113;242,2115774;169,2065572;315,2165977;12908,49491;11188,14441;14628,84541
862;2023;????????;89585,507;88963,21123;90207,80276;445,7663682;335,7799316;555,7528048;1135,459543;925,0749926;1345,844094;232,4944988;158,7085998;306,2803978;12818,4229;10990,67862;14646,16718
863;2024;????????;89383,33293;88372,44189;90394,22397;424,4752614;302,1664335;546,7840894;1121,915738;891,4390708;1352,392405;222,5010629;147,503556;297,4985699;12736,58511;10906,91125;14566,25897
864;2025;????????;89184,79635;87747,0693;90622,52339;391,9585847;253,5753708;530,3417986;1121,892377;866,5057343;1377,27902;212,247401;135,5573237;288,9374783;12672,20105;10830,04817;14514,35393
865;2026;????????;88989,61859;87097,15447;90882,08271;366,5619905;217,4497326;515,6742484;1114,302617;839,1505194;1389,454715;201,7498328;122,8539199;280,6457458;12631,1619;10698,19355;14564,13025
866;2027;????????;88797,54241;86429,90269;91165,18212;333,2682502;171,3676291;495,1688714;1110,89548;815,350997;1406,439963;191,0248405;109,3957468;272,6539343;12615,70631;10517,18121;14714,23142
867;2028;????????;88608,33029;85750,69276;91465,96781;304,3724079;132,762777;475,9820389;1105,124852;791,1312506;1419,118453;180,0890429;95,20222202;264,9758637;12624,59356;10335,8431;14913,34401
868;2029;????????;88421,76297;85063,65208;91779,87387;269,8105434;87,36192899;452,2591578;1100,638107;768,5020957;1432,774117;168,9591694;80,30712292;257,6112159;12653,69054;10200,9394;15106,44169
869;2030;????????;88237,63803;84372,00665;92103,26941;237,8227354;46,43174593;429,213725;1095,403122;746,0821598;1444,724084;157,6520351;64,75522459;250,5488455;12696,848;10134,32176;15259,37425
870;2002;???????;287186;287186;287186;2878;2878;2878;2607;2607;2607;1399;1399;1399;12710,31518;12710,31518;12710,31518
871;2003;???????;287169;287169;287169;2825;2825;2825;2485;2485;2485;1555;1555;1555;14781,87194;14781,87194;14781,87194
872;2004;???????;287314;287314;287314;2913;2913;2913;2663;2663;2663;1345;1345;1345;15574,45664;15574,45664;15574,45664
873;2005;???????;287498;287498;287498;3104;3104;3104;2511;2511;2511;1435;1435;1435;15005,59235;15005,59235;15005,59235
874;2006;???????;287994;287994;287994;3265;3265;3265;2575;2575;2575;1390;1390;1390;16547,4175;16547,4175;16547,4175
875;2007;???????;288709;288709;288709;3172;3172;3172;2767;2767;2767;1364;1364;1364;17432,32047;17432,32047;17432,32047
876;2008;???????;289123;289123;289123;3380;3380;3380;2720;2720;2720;1213;1213;1213;18001,48683;18001,48683;18001,48683
877;2009;???????;289712;289712;289712;3388;3388;3388;2684;2684;2684;1352;1352;1352;17472,04834;17472,04834;17472,04834
878;2010;???????;290276;290276;290276;3291;3291;3291;2699;2699;2699;1256;1256;1256;16034,1856;16034,1856;16034,1856
879;2011;???????;290289;290289;290289;3258;3258;3258;2808;2808;2808;1247;1247;1247;14224,26687;14224,26687;14224,26687
880;2012;???????;289799;289799;289799;3160;3160;3160;2903;2903;2903;1123;1123;1123;13892,64241;13892,64241;13892,64241
881;2013;???????;288482;288482;288482;2737;2737;2737;2727;2727;2727;1199;1199;1199;13221,72924;13221,72924;13221,72924
882;2014;???????;287055;287055;287055;2476;2476;2476;2848;2848;2848;1174;1174;1174;13432,95572;13432,95572;13432,95572
883;2015;???????;285446;285446;285446;2499;2499;2499;2960;2960;2960;1127;1127;1127;13805,8278;13805,8278;13805,8278
884;2016;???????;283727;283727;283727;2468;2468;2468;3016;3016;3016;1112;1112;1112;13529,82772;13529,82772;13529,82772
885;2017;???????;282542;282542;282542;2390;2390;2390;3024;3024;3024;1080;1080;1080;13813,96008;13813,96008;13813,96008
886;2018;???????;281713;281713;281713;2279;2279;2279;3004;3004;3004;978;978;978;14100,25897;14100,25897;14100,25897
887;2019;???????;281033;281033;281033;2212;2212;2212;3253;3253;3253;1011;1011;1011;14571,17518;14571,17518;14571,17518
888;2020;???????;280284;280284;280284;2217;2217;2217;3387;3387;3387;746;746;746;14986,34997;13848,58018;16124,11976
889;2021;???????;278504;278504;278504;2186,818712;1908,412848;2465,224576;3419,027307;3295,982282;3542,072332;1091,241253;899,2342148;1283,248291;15471,30752;13926,0483;17016,56675
890;2022;???????;277193,3542;276390,668;277996,0404;2156,691938;1715,60924;2597,774636;3549,958652;3346,458149;3753,459155;1064,991466;821,6909279;1308,292004;15705,4373;14054,63949;17356,23512
891;2023;???????;275855,2881;274698,0855;277012,4906;2126,559463;1541,880393;2711,238532;3677,635699;3392,640892;3962,630507;1097,525153;851,5738937;1343,476412;15871,50821;14207,75702;17535,25941
892;2024;???????;274716,6446;273288,6894;276144,5998;2096,423278;1381,791497;2811,055059;3878,738835;3519,898499;4237,579171;1108,520574;842,2425089;1374,798639;15763,3983;14080,19796;17446,59864
893;2025;???????;273264,9072;271615,1515;274914,6629;2066,284679;1232,999306;2899,570053;3913,935238;3453,632867;4374,237609;1117,120607;844,50318;1389,738035;15574,70775;13788,42953;17360,98598
894;2026;???????;271952,8814;270097,276;273808,4868;2036,144509;1093,802794;2978,486225;4015,73702;3419,659131;4611,814909;1131,3023;852,305493;1410,299108;15200,4594;13192,98108;17207,93772
895;2027;???????;270783,9118;268737,9614;272829,8622;2006,003317;962,7936956;3049,212938;4248,867927;3555,711769;4942,024086;1138,479039;853,8909091;1423,067169;14836,93947;12611,33068;17062,54826
896;2028;???????;269328,0214;267108,3417;271547,7012;1975,861459;838,7850437;3112,937874;4328,542511;3520,739141;5136,345882;1147,685708;859,6112674;1435,760149;14435,14996;12023,01172;16847,2882
897;2029;???????;267816,2718;265436,8897;270195,654;1945,719168;720,7808559;3170,65748;4459,034015;3517,791396;5400,276633;1155,030988;863,712303;1446,349672;14159,48338;11657,48516;16661,48159
898;2030;???????;266168,5141;263639,6505;268697,3776;1915,576595;607,9503018;3223,202888;4574,352582;3501,041112;5647,664052;1161,447232;867,7942319;1455,100232;13964,65447;11435,61729;16493,69164
899;2002;????????;74934;74934;74934;698;698;698;835;835;835;379;379;379;12904,72034;12904,72034;12904,72034
900;2003;????????;74988;74988;74988;707;707;707;907;907;907;409;409;409;14012,65611;14012,65611;14012,65611
901;2004;????????;74920;74920;74920;761;761;761;854;854;854;309;309;309;15272,563;15272,563;15272,563
902;2005;????????;74964;74964;74964;734;734;734;873;873;873;400;400;400;16342,933;16342,933;16342,933
903;2006;????????;74968;74968;74968;847;847;847;821;821;821;353;353;353;17413,23502;17413,23502;17413,23502
904;2007;????????;75194;75194;75194;788;788;788;848;848;848;389;389;389;18287,16167;18287,16167;18287,16167
905;2008;????????;75310;75310;75310;860;860;860;827;827;827;325;325;325;18806,56119;18806,56119;18806,56119
906;2009;????????;75596;75596;75596;814;814;814;853;853;853;389;389;389;18772,73909;18772,73909;18772,73909
907;2010;????????;75708;75708;75708;848;848;848;846;846;846;359;359;359;17378,73962;17378,73962;17378,73962
908;2011;????????;75844;75844;75844;691;691;691;882;882;882;341;341;341;15521,58364;15521,58364;15521,58364
909;2012;????????;75666;75666;75666;733;733;733;845;845;845;300;300;300;14440,47996;14440,47996;14440,47996
910;2013;????????;75417;75417;75417;691;691;691;834;834;834;341;341;341;14841,04887;14841,04887;14841,04887
911;2014;????????;75189;75189;75189;689;689;689;816;816;816;309;309;309;15204,81869;15204,81869;15204,81869
912;2015;????????;74994;74994;74994;663;663;663;907;907;907;356;356;356;15655,13908;15655,13908;15655,13908
913;2016;????????;74691;74691;74691;675;675;675;865;865;865;323;323;323;15385,44228;15385,44228;15385,44228
914;2017;????????;74463;74463;74463;672;672;672;902;902;902;357;357;357;15737,72329;15737,72329;15737,72329
915;2018;????????;74210;74210;74210;655;655;655;860;860;860;312;312;312;15960,09382;15960,09382;15960,09382
916;2019;????????;74006;74006;74006;640;640;640;942;942;942;297;297;297;16726,5554;16726,5554;16726,5554
917;2020;????????;73758;73758;73758;630;630;630;885;885;885;221;221;221;17448,32418;16165,40871;18731,23965
918;2021;????????;73521;73521;73521;622,8153787;550,3124105;695,318347;929,8825814;871,0719098;988,693253;303,5842904;234,9938924;372,1746883;17768,61576;15358,14427;20179,08726
919;2022;????????;73253,2186;73110,60189;73395,83531;588,3201052;507,2280676;669,4121429;890,7844197;820,9223624;960,646477;314,3008323;240,8979745;387,70369;18089,14981;14937,42905;21240,87057
920;2023;????????;72993,11323;72732,34316;73253,8833;561,666613;459,1794452;664,1537808;927,9084887;839,6538723;1016,163105;301,4110608;226,6106009;376,2115206;18409,9251;14666,2372;22153,61301
921;2024;????????;72682,71131;72328,14445;73037,27817;546,9003995;443,0665724;650,7342266;895,0874675;798,4856617;991,6892733;304,8012232;228,8115995;380,7908469;18730,94044;14481,66416;22980,21671
922;2025;????????;72388,15222;71935,96267;72840,34176;521,3796624;413,2951734;629,4641515;926,5397972;816,5351485;1036,544446;296,9330599;220,7443204;373,1217995;19052,19462;14355,68539;23748,70384
923;2026;????????;72050,51816;71512,9668;72588,06952;502,8688157;395,1389924;610,598639;898,9238775;781,7753157;1016,072439;296,8468;220,3126808;373,3809192;19373,68644;14272,88736;24474,48552
924;2027;????????;71723,77492;71102,08608;72345,46376;476,8812305;368,851703;584,910758;925,596422;797,6108837;1053,58196;291,3811334;214,8551617;367,907105;19695,41472;14223,70534;25167,12411
925;2028;????????;71359,24843;70661,52479;72056,97207;455,150639;347,1862542;563,1150238;902,3761336;767,9492696;1036,802998;289,6340417;212,9925779;366,2755056;20017,37829;14201,71409;25833,04248
926;2029;????????;71001,50659;70230,37126;71772,64193;428,0144453;320,0578548;535,9710359;925,0117028;781,3714523;1068,651953;285,316437;208,7022927;361,9305813;20339,57595;14202,34691;26476,805
927;2030;????????;70610,0422;69771,17291;71448,91149;403,5346628;295,8134626;511,2558629;905,5044798;755,9056393;1055,10332;282,775732;206,1176327;359,4338312;20662,00655;14222,21767;27101,79543
928;2002;??????;103745;103745;103745;967;967;967;1311;1311;1311;473;473;473;10529,9064;10529,9064;10529,9064
929;2003;??????;103653;103653;103653;920;920;920;1313;1313;1313;508;508;508;12791,05483;12791,05483;12791,05483
930;2004;??????;103518;103518;103518;923;923;923;1313;1313;1313;405;405;405;12981,25394;12981,25394;12981,25394
931;2005;??????;103648;103648;103648;929;929;929;1237;1237;1237;483;483;483;14069,73777;14069,73777;14069,73777
932;2006;??????;104073;104073;104073;923;923;923;1348;1348;1348;534;534;534;15333,73226;15333,73226;15333,73226
933;2007;??????;103991;103991;103991;995;995;995;1382;1382;1382;501;501;501;16310,32627;16310,32627;16310,32627
934;2008;??????;103977;103977;103977;1022;1022;1022;1261;1261;1261;422;422;422;17272,19768;17272,19768;17272,19768
935;2009;??????;104173;104173;104173;1050;1050;1050;1289;1289;1289;526;526;526;16815,05055;16815,05055;16815,05055
936;2010;??????;104189;104189;104189;1016;1016;1016;1282;1282;1282;514;514;514;15754,76393;15754,76393;15754,76393
937;2011;??????;104277;104277;104277;932;932;932;1225;1225;1225;506;506;506;14346,72794;14346,72794;14346,72794
938;2012;??????;104008;104008;104008;885;885;885;1388;1388;1388;410;410;410;13226,23029;13226,23029;13226,23029
939;2013;??????;103234;103234;103234;817;817;817;1304;1304;1304;494;494;494;12936,88366;12936,88366;12936,88366
940;2014;??????;102528;102528;102528;881;881;881;1263;1263;1263;467;467;467;12989,26221;12989,26221;12989,26221
941;2015;??????;102007;102007;102007;862;862;862;1339;1339;1339;464;464;464;12854,57407;12854,57407;12854,57407
942;2016;??????;101397;101397;101397;914;914;914;1233;1233;1233;411;411;411;12240,09347;12240,09347;12240,09347
943;2017;??????;106184;106184;106184;944;944;944;1274;1274;1274;464;464;464;11879,56292;11879,56292;11879,56292
944;2018;??????;108575;108575;108575;1012;1012;1012;1276;1276;1276;385;385;385;11618,56057;11618,56057;11618,56057
945;2019;??????;114805;114805;114805;1030;1030;1030;1247;1247;1247;386;386;386;11380,35758;11380,35758;11380,35758
946;2020;??????;120114;120114;120114;1216;1216;1216;1300;1300;1300;267;267;267;11374,43453;10149,08325;12599,78581
947;2021;??????;119940;119940;119940;1162,239276;1049,928374;1274,550179;1273,486086;1207,637438;1339,334734;386,3013711;297,1412704;475,4614718;11284,43204;9165,898425;13402,96566
948;2022;??????;123460,4317;118817,3479;128103,5155;1158,331794;1016,244688;1300,418901;1222,995784;1155,021262;1290,970306;382,3698213;287,3725237;477,3671188;11185,16424;8322,991451;14047,33703
949;2023;??????;125660,1877;115295,2144;136025,161;1115,124922;951,3118352;1278,93801;1237,853736;1169,898158;1305,809314;378,4384587;277,9492187;478,9276987;11178,07782;7423,692493;14932,46315
950;2024;??????;130379,1407;113243,5998;147514,6817;1116,740592;941,7228676;1291,758317;1222,572588;1145,820888;1299,324287;374,5072833;268,8175122;480,1970545;11091,34144;6678,867042;15503,81584
951;2025;??????;137759,7617;113195,4082;162324,1152;1081,488733;896,682571;1266,294894;1228,621094;1151,685237;1305,556951;370,576295;259,936296;481,216294;11055,90611;6023,132339;16088,67988
