;year;nomos;population_sarimax;population_sarimax_ci_lower;population_sarimax_ci_upper;births;births_sarimax_ci_lower;births_sarimax_ci_upper;deceases;deceases_ci_lower;deceases_ci_upper;weddings;weddings_ci_lower;weddings_ci_upper;gdp;gdp_ci_lower;gdp_ci_upper
952;2026;??????;145138,556;114994,8739;175282,238;1086,706322;896,8636109;1276,549033;1263,301703;1181,74332;1344,860087;366,6454937;251,2733392;482,0176482;11058,55039;5357,467998;16759,63279
953;2027;??????;152515,537;117739,1684;187291,9056;1057,51277;862,7811805;1252,244359;1244,672584;1154,20854;1335,136629;362,7148792;242,8028138;482,6269445;11009,28776;4748,752965;17269,82256
954;2028;??????;159890,7182;121086,9046;198694,5318;1064,982898;867,8841412;1262,081655;1223,967255;1133,508581;1314,425929;358,7844514;234,5036434;483,0652594;11009,89785;4173,778667;17846,01704
955;2029;??????;167264,1128;124864,5048;209663,7207;1040,457536;840,8064676;1240,108605;1213,95828;1122,653687;1305,262872;354,8542102;226,3583611;483,3500592;11005,51123;3605,016849;18406,00561
956;2030;??????;174635,7339;128969,2026;220302,2651;1049,238886;848,4660074;1250,011765;1191,816107;1099,731384;1283,900829;350,9241554;218,3522992;483,4960116;10977,14586;3079,47191;18874,81981
957;2002;????????;23927;23927;23927;170;170;170;287;287;287;104;104;104;9837,118628;9837,118628;9837,118628
958;2003;????????;23646;23646;23646;185;185;185;315;315;315;91;91;91;10896,38595;10896,38595;10896,38595
959;2004;????????;23434;23434;23434;204;204;204;290;290;290;67;67;67;11936,64785;11936,64785;11936,64785
960;2005;????????;23324;23324;23324;184;184;184;293;293;293;123;123;123;12980,35842;12980,35842;12980,35842
961;2006;????????;23241;23241;23241;210;210;210;289;289;289;78;78;78;14204,053;14204,053;14204,053
962;2007;????????;23322;23322;23322;190;190;190;266;266;266;88;88;88;14678,54598;14678,54598;14678,54598
963;2008;????????;23387;23387;23387;247;247;247;321;321;321;85;85;85;14818,07646;14818,07646;14818,07646
964;2009;????????;23518;23518;23518;227;227;227;318;318;318;89;89;89;15467,5133;15467,5133;15467,5133
965;2010;????????;23682;23682;23682;231;231;231;312;312;312;93;93;93;16044,47597;16044,47597;16044,47597
966;2011;????????;23837;23837;23837;232;232;232;274;274;274;95;95;95;13900,83424;13900,83424;13900,83424
967;2012;????????;23975;23975;23975;190;190;190;331;331;331;98;98;98;13169,92601;13169,92601;13169,92601
968;2013;????????;23949;23949;23949;191;191;191;283;283;283;85;85;85;12557,52655;12557,52655;12557,52655
969;2014;????????;24003;24003;24003;206;206;206;323;323;323;115;115;115;12477,05594;12477,05594;12477,05594
970;2015;????????;23996;23996;23996;187;187;187;324;324;324;104;104;104;12189,27605;12189,27605;12189,27605
971;2016;????????;23967;23967;23967;211;211;211;340;340;340;116;116;116;11998,71469;11998,71469;11998,71469
972;2017;????????;23935;23935;23935;200;200;200;321;321;321;101;101;101;11876,06289;11876,06289;11876,06289
973;2018;????????;23897;23897;23897;194;194;194;325;325;325;91;91;91;12598,97801;12598,97801;12598,97801
974;2019;????????;23845;23845;23845;190;190;190;329;329;329;108;108;108;13155,04194;13155,04194;13155,04194
975;2020;????????;23800;23800;23800;203;203;203;346;346;346;60;60;60;13449,66098;12030,83047;14868,49149
976;2021;????????;23732;23732;23732;191,2920684;155,1014544;227,4826824;338,2727695;301,7334409;374,812098;95,23517217;68,7685362;121,7018081;13715,57834;11312,14466;16119,01202
977;2022;????????;23657,56248;23526,37708;23788,74787;196,643666;156,3807878;236,9065441;341,9602723;304,8386789;379,0818657;98,102707;71,24582957;124,9595844;13981,9542;10903,33348;17060,57492
978;2023;????????;23578,39882;23315,78901;23841,00863;197,3675633;150,5469427;244,1881838;344,5810488;307,2916095;381,8704882;93,26320232;65,59333216;120,9330725;14248,78477;10626,86018;17870,70936
979;2024;????????;23495,76545;23098,41351;23893,11739;195,1643566;142,5714507;247,7572624;346,6542409;308,1324242;385,1760576;95,15180012;67,40883067;122,8947696;14516,06629;10429,65041;18602,48217
980;2025;????????;23410,58477;22880,99346;23940,17608;195,9431285;139,1364982;252,7497587;348,4463489;307,8967097;388,9959881;95,01810324;67,14021056;122,8959959;14783,79502;10287,10018;19280,48987
981;2026;????????;23323,53398;22666,88873;23980,17923;194,9483299;133,2947731;256,6018867;350,0941804;307,1339441;393,0544167;93,79798913;65,88968885;121,7062894;15051,96728;10185,37515;19918,5594
982;2027;????????;23235,11024;22457,67509;24012,54539;194,6377752;129,1405196;260,1350307;351,6679653;306,1751274;397,1608033;94,58916583;66,67686093;122,5014707;15320,57938;10115,76298;20525,39578
983;2028;????????;23145,67854;22253,96803;24037,38904;194,2710013;124,840878;263,7011246;353,2037561;305,1865645;401,2209476;94,23082452;66,29574143;122,1659076;15589,62769;10072,34674;21106,90864
984;2029;????????;23055,50684;22055,8623;24055,15137;193,7947249;120,7762554;266,8131945;354,72006;304,24314;405,19698;94,02659388;66,09117496;121,9620128;15859,10861;10050,88432;21667,3329
985;2030;????????;22964,79186;21863,176;24066,40772;193,4128307;116,9775951;269,8480662;356,2263779;303,3744359;409,0783199;94,25965984;66,32423854;122,1950811;16129,01855;10048,20741;22209,82968
986;2002;?????????;202938;202938;202938;1938;1938;1938;2232;2232;2232;993;993;993;12617,91785;12617,91785;12617,91785
987;2003;?????????;202751;202751;202751;1931;1931;1931;2043;2043;2043;985;985;985;14288,03308;14288,03308;14288,03308
988;2004;?????????;202984;202984;202984;1882;1882;1882;2188;2188;2188;884;884;884;14850,43479;14850,43479;14850,43479
989;2005;?????????;203130;203130;203130;2000;2000;2000;2088;2088;2088;1016;1016;1016;15071,48873;15071,48873;15071,48873
990;2006;?????????;203671;203671;203671;2054;2054;2054;2006;2006;2006;994;994;994;17076,40611;17076,40611;17076,40611
991;2007;?????????;204494;204494;204494;1993;1993;1993;2227;2227;2227;1036;1036;1036;17205,11274;17205,11274;17205,11274
992;2008;?????????;205062;205062;205062;2147;2147;2147;2159;2159;2159;865;865;865;18112,74822;18112,74822;18112,74822
993;2009;?????????;205963;205963;205963;2124;2124;2124;2231;2231;2231;1000;1000;1000;16723,79325;16723,79325;16723,79325
994;2010;?????????;206779;206779;206779;2134;2134;2134;2037;2037;2037;915;915;915;14975,3154;14975,3154;14975,3154
995;2011;?????????;207639;207639;207639;1926;1926;1926;2209;2209;2209;831;831;831;13930,84327;13930,84327;13930,84327
996;2012;?????????;207734;207734;207734;1673;1673;1673;2257;2257;2257;762;762;762;12941,40173;12941,40173;12941,40173
997;2013;?????????;207089;207089;207089;1603;1603;1603;2228;2228;2228;813;813;813;12383,06239;12383,06239;12383,06239
998;2014;?????????;206486;206486;206486;1621;1621;1621;2222;2222;2222;829;829;829;12123,46733;12123,46733;12123,46733
999;2015;?????????;205911;205911;205911;1599;1599;1599;2242;2242;2242;714;714;714;12349,32627;12349,32627;12349,32627
1000;2016;?????????;205295;205295;205295;1561;1561;1561;2219;2219;2219;519;519;519;12293,56542;12293,56542;12293,56542
1001;2017;?????????;204738;204738;204738;1563;1563;1563;2391;2391;2391;574;574;574;12344,88344;12344,88344;12344,88344
1002;2018;?????????;203972;203972;203972;1459;1459;1459;2295;2295;2295;529;529;529;12632,41501;12632,41501;12632,41501
1003;2019;?????????;203162;203162;203162;1380;1380;1380;2350;2350;2350;572;572;572;13098,79614;13098,79614;13098,79614
1004;2020;?????????;202401;202401;202401;1411;1411;1411;2667;2667;2667;372;372;372;13509,38595;12053,4554;14965,3165
1005;2021;?????????;201204;201204;201204;1287,34639;1136,629519;1438,063262;2647,287527;2381,378059;2913,196995;474,4212795;341,6077195;607,2348396;13817,65743;11254,82666;16380,4882
1006;2022;?????????;200859,2205;200343,5602;201374,8808;1277,636483;1002,587175;1552,685792;2720,119466;2359,258942;3080,97999;445,8078493;278,9766283;612,6390703;14011,98251;10659,74189;17364,22313
1007;2023;?????????;200439,5445;199653,9201;201225,169;1208,575146;868,3339249;1548,816367;2732,848074;2282,627423;3183,068724;464,8785013;237,8146039;691,9423987;14104,1005;10282,68355;17925,51746
1008;2024;?????????;200047,8495;199080,1705;201015,5286;1173,743366;756,2645803;1591,222152;2766,118143;2254,451977;3277,784309;302,169654;56,58532201;547,7539859;14118,1612;10071,88003;18164,44237
1009;2025;?????????;199620,9268;198511,2546;200730,599;1083,624861;601,7352669;1565,514456;2820,535555;2243,826447;3397,244663;361,5167416;70,76959763;652,2638855;14081,93677;9957,379014;18206,49453
1010;2026;?????????;199240,8456;197981,4008;200500,2905;1048,545942;520,6583941;1576,433489;2815,201823;2187,256894;3443,146751;365,3050632;46,9805271;683,6295993;14020,82242;9882,161216;18159,48363
1011;2027;?????????;199019,7121;197649,6579;200389,7663;988,3928059;419,5981988;1557,187413;2900,374208;2221,453761;3579,294654;369,6845178;15,95646336;723,4125723;13954,54461;9815,882158;18093,20706
1012;2028;?????????;198440,3928;196953,9151;199926,8704;936,7620247;322,4797479;1551,044301;2875,878021;2149,885473;3601,870569;229,349512;-140,1729351;598,8719591;13896,07808;9752,337665;18039,8185
1013;2029;?????????;198118,1548;196526,5207;199709,7889;842,6191288;184,2979303;1500,940327;2966,366902;2198,83396;3733,899844;256,4411858;-141,4671796;654,3495512;13852,0995;9697,581436;18006,61756
1014;2030;?????????;197443,8397;195759,7467;199127,9327;792,0490537;97,51237452;1486,585733;2950,914871;2138,999926;3762,829816;279,486762;-141,3653629;700,3388869;13824,30976;9658,446913;17990,17261
1015;2002;?????????;166226;166226;166226;1314;1314;1314;2054;2054;2054;675;675;675;10354,10618;10354,10618;10354,10618
1016;2003;?????????;164883;164883;164883;1371;1371;1371;2100;2100;2100;708;708;708;11164,69675;11164,69675;11164,69675
1017;2004;?????????;163829;163829;163829;1345;1345;1345;2000;2000;2000;543;543;543;11808,369;11808,369;11808,369
1018;2005;?????????;163013;163013;163013;1361;1361;1361;2008;2008;2008;697;697;697;12695,70527;12695,70527;12695,70527
1019;2006;?????????;162468;162468;162468;1460;1460;1460;2039;2039;2039;680;680;680;14007,67298;14007,67298;14007,67298
1020;2007;?????????;162405;162405;162405;1445;1445;1445;1989;1989;1989;653;653;653;15106,91552;15106,91552;15106,91552
1021;2008;?????????;162405;162405;162405;1511;1511;1511;2009;2009;2009;540;540;540;15479,79729;15479,79729;15479,79729
1022;2009;?????????;162558;162558;162558;1482;1482;1482;2066;2066;2066;592;592;592;15182,30971;15182,30971;15182,30971
1023;2010;?????????;162692;162692;162692;1518;1518;1518;1908;1908;1908;581;581;581;14782,57691;14782,57691;14782,57691
1024;2011;?????????;162950;162950;162950;1403;1403;1403;2031;2031;2031;587;587;587;13779,05546;13779,05546;13779,05546
1025;2012;?????????;162732;162732;162732;1259;1259;1259;2134;2134;2134;526;526;526;13043,8951;13043,8951;13043,8951
1026;2013;?????????;161934;161934;161934;1148;1148;1148;1929;1929;1929;519;519;519;12063,62966;12063,62966;12063,62966
1027;2014;?????????;161323;161323;161323;1150;1150;1150;1992;1992;1992;561;561;561;12224,45028;12224,45028;12224,45028
1028;2015;?????????;160733;160733;160733;1124;1124;1124;2246;2246;2246;621;621;621;12358,6436;12358,6436;12358,6436
1029;2016;?????????;159883;159883;159883;1197;1197;1197;1976;1976;1976;553;553;553;12278,40575;12278,40575;12278,40575
1030;2017;?????????;159413;159413;159413;1161;1161;1161;2228;2228;2228;606;606;606;12468,7227;12468,7227;12468,7227
1031;2018;?????????;158684;158684;158684;1092;1092;1092;2026;2026;2026;495;495;495;12494,98648;12494,98648;12494,98648
1032;2019;?????????;158096;158096;158096;1071;1071;1071;2094;2094;2094;515;515;515;12835,73995;12835,73995;12835,73995
1033;2020;?????????;157572;157572;157572;1130;1130;1130;2084;2084;2084;394;394;394;13030,44521;11766,3136;14294,57682
1034;2021;?????????;156954;156954;156954;1099,239504;982,5168653;1215,962143;2120,13887;1865,626026;2374,651714;492,6000713;376,3499402;608,8502025;13225,21081;11439,84021;15010,5814
1035;2022;?????????;156196,3447;155699,687;156693,0023;1107,702286;920,7253267;1294,679245;2076,041008;1722,832841;2429,249175;484,2484024;367,9972227;600,4995821;13420,03657;11236,32332;15603,74983
1036;2023;?????????;155447,1679;154787,6086;156106,7272;1085,458199;843,3531042;1327,563294;2112,186026;1677,347418;2547,024634;475,8967335;359,6445053;592,1489616;13614,92236;11096,74047;16133,10425
1037;2024;?????????;154596,1283;153825,1874;155367,0691;1061,285299;773,3617206;1349,208878;2068,108224;1569,475964;2566,740483;467,5450645;351,2917879;583,7983412;13809,868;10998,19547;16621,54052
1038;2025;?????????;153786,1741;152929,4742;154642,874;1035,873479;708,2264034;1363,520554;2104,259345;1545,226538;2663,292152;459,1933956;342,9390705;575,4477207;14004,87333;10928,92872;17080,81794
1039;2026;?????????;152875,0971;151945,6037;153804,5905;1009,404481;646,2936871;1372,515274;2060,201555;1450,578278;2669,824832;450,8417267;334,5863531;567,0971002;14199,9382;10881,94439;17517,93201
1040;2027;?????????;151998,6747;150996,5784;153000,7711;981,9261835;586,5049554;1377,347412;2096,358735;1436,751173;2755,966297;442,4900577;326,2336357;558,7464798;14395,06245;10852,67772;17937,44718
1041;2028;?????????;151018,3203;149948,0527;152088,5878;953,4512003;528,1636289;1378,738772;2052,32091;1349,62512;2755,0167;434,1383888;317,8809184;550,3958593;14590,24591;10837,9534;18342,53842
1042;2029;?????????;150074,827;148940,233;151209,421;923,9828535;470,7920569;1377,17365;2088,484104;1342,304435;2834,663773;425,7867199;309,528201;542,0452388;14785,48844;10835,45616;18735,52072
1043;2030;?????????;149027,6584;147832,4486;150222,8683;893,5220186;414,0488796;1372,995158;2044,466197;1260,206852;2828,725543;417,435051;301,1754836;533,6946183;14980,78987;10843,43553;19118,1442
1044;2002;??????;104099;104099;104099;1311;1311;1311;785;785;785;746;746;746;10803,5208;10803,5208;10803,5208
1045;2003;??????;105221;105221;105221;1341;1341;1341;887;887;887;778;778;778;11820,58743;11820,58743;11820,58743
1046;2004;??????;106219;106219;106219;1317;1317;1317;874;874;874;706;706;706;12427,31839;12427,31839;12427,31839
1047;2005;??????;107300;107300;107300;1354;1354;1354;936;936;936;743;743;743;12396,03923;12396,03923;12396,03923
1048;2006;??????;108294;108294;108294;1441;1441;1441;886;886;886;630;630;630;13317,83448;13317,83448;13317,83448
1049;2007;??????;109224;109224;109224;1428;1428;1428;962;962;962;718;718;718;13535,12231;13535,12231;13535,12231
1050;2008;??????;110001;110001;110001;1398;1398;1398;895;895;895;686;686;686;14536,53302;14536,53302;14536,53302
1051;2009;??????;110939;110939;110939;1530;1530;1530;925;925;925;709;709;709;13860,85522;13860,85522;13860,85522
1052;2010;??????;111854;111854;111854;1462;1462;1462;1011;1011;1011;667;667;667;13989,05638;13989,05638;13989,05638
1053;2011;??????;112534;112534;112534;1361;1361;1361;972;972;972;605;605;605;11866,32675;11866,32675;11866,32675
1054;2012;??????;112870;112870;112870;1224;1224;1224;1010;1010;1010;548;548;548;10971,90898;10971,90898;10971,90898
1055;2013;??????;112770;112770;112770;1114;1114;1114;1003;1003;1003;552;552;552;10358,92485;10358,92485;10358,92485
1056;2014;??????;112635;112635;112635;1137;1137;1137;1002;1002;1002;610;610;610;9796,750507;9796,750507;9796,750507
1057;2015;??????;112532;112532;112532;1045;1045;1045;1052;1052;1052;635;635;635;9845,201015;9845,201015;9845,201015
1058;2016;??????;112275;112275;112275;1095;1095;1095;1024;1024;1024;626;626;626;9505,146732;9505,146732;9505,146732
1059;2017;??????;112112;112112;112112;1098;1098;1098;1099;1099;1099;536;536;536;9541,864044;9541,864044;9541,864044
1060;2018;??????;111885;111885;111885;1066;1066;1066;1071;1071;1071;633;633;633;9740,250167;9740,250167;9740,250167
1061;2019;??????;111631;111631;111631;999;999;999;1102;1102;1102;576;576;576;9803,091547;9803,091547;9803,091547
1062;2020;??????;111385;111385;111385;980;980;980;1317;1317;1317;395;395;395;9902,276846;8497,133671;11307,42002
1063;2021;??????;110868;110868;110868;1020,928748;905,2097683;1136,647727;1274,50075;1171,468721;1377,532779;471,8114616;355,5633599;588,0595633;9990,835614;8107,103874;11874,56735
1064;2022;??????;110496,0192;110376,1155;110615,9229;955,0891341;756,5841724;1153,594096;1415,991269;1278,560777;1553,421761;477,6914861;355,2748464;600,1081258;10069,90636;7878,273199;12261,53952
1065;2023;??????;110251,0765;109955,4919;110546,661;858,4262847;603,1619139;1113,690655;1520,138948;1319,933729;1720,344166;460,4919003;336,7531549;584,2306457;10140,50561;7731,440691;12549,57052
1066;2024;??????;110015,3795;109561,7155;110469,0436;838,0479674;526,2557655;1149,840169;1564,572479;1292,43268;1836,712278;442,8986226;317,7509245;568,0463208;10203,54098;7634,287128;12772,79484
1067;2025;??????;109834,5837;109214,9441;110454,2234;763,1175369;406,7626086;1119,472465;1681,844822;1350,42564;2013,264003;424,9166812;298,2778553;551,5555071;10259,82286;7569,690612;12949,95511
1068;2026;??????;109659,2937;108860,5816;110458,0058;696,4170238;300,943963;1091,890085;1734,06416;1323,96385;2144,16447;406,55133;278,3440452;534,7586148;10310,07481;7527,336983;13092,81263
1069;2027;??????;109588,8429;108606,473;110571,2128;660,9173132;225,6665184;1096,168108;1878,238267;1406,290728;2350,185806;387,8080454;257,9599416;517,6561492;10354,94285;7500,531094;13209,3546
1070;2028;??????;109506,3055;108350,4529;110662,158;561,0916694;94,54136824;1027,641971;1903,100655;1355,282349;2450,918961;368,6925232;237,1362981;500,2487483;10395,00381;7484,717673;13305,28995
1071;2029;??????;109456,0746;108137,9004;110774,2487;519,9920136;20,17884958;1019,805178;2000,927164;1385,057144;2616,797184;349,2106753;215,8841336;482,537217;10430,77271;7476,700373;13384,84505
1072;2030;??????;109430,3057;107953,1329;110907,4786;443,2757634;-86,48829892;973,0398258;2142,253551;1463,871403;2820,6357;329,3686262;194,2146955;464,5225569;10462,7094;7474,190138;13451,22867
